	Experiment	Time	Time2	Plate	nr	Sample	Microbe	Compound	Compound2	Value	Relative	Slope
28925	2	T2	2	P14	29	X29	P94	Control	Control	0.383	0.814893617	-52.00819672
30653	2	T3	3	P14	29	X29	P94	Control	Control	0.375	0.79787234	-70.5
32381	2	T4	4	P14	29	X29	P94	Control	Control	0.365	0.776595745	-64.09090909
34109	2	T5	5	P14	29	X29	P94	Control	Control	0.365	0.776595745	-23.53629786
35837	2	T6	6	P14	29	X29	P94	Control	Control	0.354	0.753191489	-23.13490624
25566	2	T0	0	P15	30	X30	P94	C5	Compound	0.453	1	-52.74657534
27294	2	T1	1	P15	30	X30	P94	C5	Compound	0.446	0.984547461	-55.46938776
29022	2	T2	2	P15	30	X30	P94	C5	Compound	0.436	0.962472406	-64.27702703
30750	2	T3	3	P15	30	X30	P94	C5	Compound	0.43	0.949227373	-80.89285714
32478	2	T4	4	P15	30	X30	P94	C5	Compound	0.422	0.931567329	-121.9615385
34206	2	T5	5	P15	30	X30	P94	C5	Compound	0.42	0.927152318	-70.48240813
35934	2	T6	6	P15	30	X30	P94	C5	Compound	0.415	0.91611479	-52.40045703
25564	2	T0	0	P15	28	X28	P94	C6	Compound	0.4	1	-20
27292	2	T1	1	P15	28	X28	P94	C6	Compound	0.41	1.025	-26.32375189
29020	2	T2	2	P15	28	X28	P94	C6	Compound	0.39	0.975	-44.44444444
30748	2	T3	3	P15	28	X28	P94	C6	Compound	0.381	0.9525	-65.93406593
32476	2	T4	4	P15	28	X28	P94	C6	Compound	0.372	0.93	-7.315998237
34204	2	T5	5	P15	28	X28	P94	C6	Compound	0.371	0.9275	-17.9623856
35932	2	T6	6	P15	28	X28	P94	C6	Compound	0.289	0.7225	-20.54116287
25565	2	T0	0	P15	29	X29	P94	Control	Control	0.363	1	-44.44897959
27293	2	T1	1	P15	29	X29	P94	Control	Control	0.357	0.983471074	-44.44897959
29021	2	T2	2	P15	29	X29	P94	Control	Control	0.347	0.955922865	-83.76923077
30749	2	T3	3	P15	29	X29	P94	Control	Control	0.341	0.939393939	-181.5
32477	2	T4	4	P15	29	X29	P94	Control	Control	0.339	0.933884298	31.53474903
34205	2	T5	5	P15	29	X29	P94	Control	Control	0.337	0.928374656	-57.95506692
35933	2	T6	6	P15	29	X29	P94	Control	Control	0.354	0.975206612	-30.71819523
25385	2	T0	0	P13	41	X41	P95	C5	Compound	0.446	1	-5.855213803
27113	2	T1	1	P13	41	X41	P95	C5	Compound	0.484	1.085201794	-8.987046218
28841	2	T2	2	P13	41	X41	P95	C5	Compound	0.411	0.921524664	-55.44198895
30569	2	T3	3	P13	41	X41	P95	C5	Compound	0.4	0.896860987	-71.67857143
32297	2	T4	4	P13	41	X41	P95	C5	Compound	0.396	0.887892377	-41.6884273
34025	2	T5	5	P13	41	X41	P95	C5	Compound	0.388	0.869955157	-37.92092372
35753	2	T6	6	P13	41	X41	P95	C5	Compound	0.375	0.840807175	-21.34113137
25386	2	T0	0	P13	42	X42	P95	C6	Compound	0.486	1	-3.883397455
27114	2	T1	1	P13	42	X42	P95	C6	Compound	0.533	1.096707819	-11.02964629
28842	2	T2	2	P13	42	X42	P95	C6	Compound	0.468	0.962962963	-37.88981289
30570	2	T3	3	P13	42	X42	P95	C6	Compound	0.459	0.944444444	-39.05357143
32298	2	T4	4	P13	42	X42	P95	C6	Compound	0.443	0.911522634	28.25581395
34026	2	T5	5	P13	42	X42	P95	C6	Compound	0.435	0.895061728	-54.20503085
35754	2	T6	6	P13	42	X42	P95	C6	Compound	0.448	0.9218107	-18.58948669
25384	2	T0	0	P13	40	X40	P95	Control	Control	0.548	1	-0.250457038
27112	2	T1	1	P13	40	X40	P95	Control	Control	0.628	1.145985401	-9.605692468
28840	2	T2	2	P13	40	X40	P95	Control	Control	0.546	0.996350365	-35.68740955
30568	2	T3	3	P13	40	X40	P95	Control	Control	0.527	0.961678832	-57.20879121
32296	2	T4	4	P13	40	X40	P95	Control	Control	0.516	0.941605839	-48.61290323
34024	2	T5	5	P13	40	X40	P95	Control	Control	0.508	0.927007299	-62.56876061
35752	2	T6	6	P13	40	X40	P95	Control	Control	0.494	0.901459854	-63.06494354
25481	2	T0	0	P14	41	X41	P95	C5	Compound	0.503	1	-18.20141102
27209	2	T1	1	P14	41	X41	P95	C5	Compound	0.486	0.966202783	-19.76480638
28937	2	T2	2	P14	41	X41	P95	C5	Compound	0.45	0.894632207	-39.71052632
30665	2	T3	3	P14	41	X41	P95	C5	Compound	0.44	0.874751491	-50.09128631
32393	2	T4	4	P14	41	X41	P95	C5	Compound	0.425	0.844930417	-57.72131148
34121	2	T5	5	P14	41	X41	P95	C5	Compound	0.424	0.842942346	-32.46470351
35849	2	T6	6	P14	41	X41	P95	C5	Compound	0.411	0.817097416	-33.47881253
25482	2	T0	0	P14	42	X42	P95	C6	Compound	0.501	1	-17.88511467
27210	2	T1	1	P14	42	X42	P95	C6	Compound	0.48	0.958083832	-19.98896435
28938	2	T2	2	P14	42	X42	P95	C6	Compound	0.446	0.890219561	-34.42890995
30666	2	T3	3	P14	42	X42	P95	C6	Compound	0.433	0.864271457	-44.73214286
32394	2	T4	4	P14	42	X42	P95	C6	Compound	0.417	0.832335329	-80.51785714
34122	2	T5	5	P14	42	X42	P95	C6	Compound	0.413	0.824351297	-30.13533835
35850	2	T6	6	P14	42	X42	P95	C6	Compound	0.405	0.808383234	-31.32777059
25480	2	T0	0	P14	40	X40	P95	Control	Control	0.404	1	-19.97802198
27208	2	T1	1	P14	40	X40	P95	Control	Control	0.391	0.967821782	-21.05791506
28936	2	T2	2	P14	40	X40	P95	Control	Control	0.365	0.903465347	-40.4
30664	2	T3	3	P14	40	X40	P95	Control	Control	0.355	0.878712871	-60.6
32392	2	T4	4	P14	40	X40	P95	Control	Control	0.345	0.853960396	-55.09090909
34120	2	T5	5	P14	40	X40	P95	Control	Control	0.345	0.853960396	-34.49823571
35848	2	T6	6	P14	40	X40	P95	Control	Control	0.334	0.826732673	-35.32333119
25577	2	T0	0	P15	41	X41	P95	C5	Compound	0.457	1	-34.34368737
27305	2	T1	1	P15	41	X41	P95	C5	Compound	0.439	0.960612691	-24.10237849
29033	2	T2	2	P15	41	X41	P95	C5	Compound	0.432	0.945295405	-22.71054926
30761	2	T3	3	P15	41	X41	P95	C5	Compound	0.405	0.886214442	-49.95546559
32489	2	T4	4	P15	41	X41	P95	C5	Compound	0.394	0.86214442	25.5
34217	2	T5	5	P15	41	X41	P95	C5	Compound	0.387	0.846827133	-36.23735511
35945	2	T6	6	P15	41	X41	P95	C5	Compound	0.411	0.899343545	-32.86974533
25578	2	T0	0	P15	42	X42	P95	C6	Compound	0.499	1	-13.42246835
27306	2	T1	1	P15	42	X42	P95	C6	Compound	0.447	0.895791583	-34.29146919
29034	2	T2	2	P15	42	X42	P95	C6	Compound	0.431	0.863727455	-31.91678129
30762	2	T3	3	P15	42	X42	P95	C6	Compound	0.418	0.837675351	-39.21526196
32490	2	T4	4	P15	42	X42	P95	C6	Compound	0.4	0.801603206	49.9
34218	2	T5	5	P15	42	X42	P95	C6	Compound	0.395	0.791583166	-27.13274605
35946	2	T6	6	P15	42	X42	P95	C6	Compound	0.405	0.811623246	-29.8064935
25576	2	T0	0	P15	40	X40	P95	Control	Control	0.548	1	-11.39430466
27304	2	T1	1	P15	40	X40	P95	Control	Control	0.485	0.885036496	-23.69634849
29032	2	T2	2	P15	40	X40	P95	Control	Control	0.456	0.832116788	-31.23778502
30760	2	T3	3	P15	40	X40	P95	Control	Control	0.44	0.802919708	-41.01455301
32488	2	T4	4	P15	40	X40	P95	Control	Control	0.421	0.768248175	-9.989383992
34216	2	T5	5	P15	40	X40	P95	Control	Control	0.416	0.759124088	-15.87338442
35944	2	T6	6	P15	40	X40	P95	Control	Control	0.334	0.609489051	-15.36448598
25396	2	T0	0	P13	52	X52	P96	C5	Compound	0.292	1	9.419354839
25398	2	T0	0	P13	54	X54	P96	C5	Compound	0.75	1	8.008782078
27124	2	T1	1	P13	52	X52	P96	C5	Compound	0.323	1.106164384	-4.9676184
27126	2	T1	1	P13	54	X54	P96	C5	Compound	0.776	1.034666667	-6.938267742
28852	2	T2	2	P13	52	X52	P96	C5	Compound	0.26	0.890410959	-41.4894868
28854	2	T2	2	P13	54	X54	P96	C5	Compound	0.668	0.890666667	-20.89876498
30580	2	T3	3	P13	52	X52	P96	C5	Compound	0.253	0.866438356	-11.60650308
30582	2	T3	3	P13	54	X54	P96	C5	Compound	0.632	0.842666667	-10.10418944
32308	2	T4	4	P13	52	X52	P96	C5	Compound	0.248	0.849315068	15.39239483
32310	2	T4	4	P13	54	X54	P96	C5	Compound	0.609	0.812	7.085892355
34036	2	T5	5	P13	52	X52	P96	C5	Compound	0.253	0.866438356	-1.312738304
34038	2	T5	5	P13	54	X54	P96	C5	Compound	0.604	0.805333333	2.606890845
35764	2	T6	6	P13	52	X52	P96	C5	Compound	0.243	0.832191781	-30.19212206
35766	2	T6	6	P13	54	X54	P96	C5	Compound	0.59	0.786666667	-26.83960069
25397	2	T0	0	P13	53	X53	P96	C6	Compound	1.109	1	-12.91635446
27125	2	T1	1	P13	53	X53	P96	C6	Compound	1.093	0.985572588	-12.25400688
28853	2	T2	2	P13	53	X53	P96	C6	Compound	0.966	0.871055005	-31.18787959
30581	2	T3	3	P13	53	X53	P96	C6	Compound	0.928	0.836789901	-38.00039386
32309	2	T4	4	P13	53	X53	P96	C6	Compound	0.895	0.807033363	-45.25902277
34037	2	T5	5	P13	53	X53	P96	C6	Compound	0.87	0.784490532	-24.44999448
35765	2	T6	6	P13	53	X53	P96	C6	Compound	0.846	0.762849414	-25.32921218
25492	2	T0	0	P14	52	X52	P96	C5	Compound	0.373	1	-11.25071816
27220	2	T1	1	P14	52	X52	P96	C5	Compound	0.329	0.882037534	-27.91683992
28948	2	T2	2	P14	52	X52	P96	C5	Compound	0.31	0.831099196	-61.59633028
30676	2	T3	3	P14	52	X52	P96	C5	Compound	0.305	0.81769437	-60.48648649
32404	2	T4	4	P14	52	X52	P96	C5	Compound	0.298	0.798927614	-43.03846154
34132	2	T5	5	P14	52	X52	P96	C5	Compound	0.301	0.806970509	-27.86625364
35860	2	T6	6	P14	52	X52	P96	C5	Compound	0.297	0.796246649	-30.42838768
25493	2	T0	0	P14	53	X53	P96	C6	Compound	0.564	1	-15.65056526
27221	2	T1	1	P14	53	X53	P96	C6	Compound	0.53	0.939716312	-20.02590442
28949	2	T2	2	P14	53	X53	P96	C6	Compound	0.492	0.872340426	-40.21731749
30677	2	T3	3	P14	53	X53	P96	C6	Compound	0.477	0.845744681	-63.76884422
32405	2	T4	4	P14	53	X53	P96	C6	Compound	0.464	0.822695035	-100.7142857
34133	2	T5	5	P14	53	X53	P96	C6	Compound	0.462	0.819148936	-29.43956044
35861	2	T6	6	P14	53	X53	P96	C6	Compound	0.454	0.804964539	-26.52122098
25494	2	T0	0	P14	54	X54	P96	Control	Control	0.503	1	-8.569666112
27222	2	T1	1	P14	54	X54	P96	Control	Control	0.434	0.862823062	-15.74913027
28950	2	T2	2	P14	54	X54	P96	Control	Control	0.387	0.769383698	-62.5492228
30678	2	T3	3	P14	54	X54	P96	Control	Control	0.38	0.755467197	-83.83333333
32406	2	T4	4	P14	54	X54	P96	Control	Control	0.371	0.737574553	-94.3125
34134	2	T5	5	P14	54	X54	P96	Control	Control	0.371	0.737574553	-20.45200604
35862	2	T6	6	P14	54	X54	P96	Control	Control	0.363	0.72166998	-22.06202874
25588	2	T0	0	P15	52	X52	P96	C5	Compound	0.538	1	-10.48596674
27316	2	T1	1	P15	52	X52	P96	C5	Compound	0.502	0.933085502	-12.07214543
29044	2	T2	2	P15	52	X52	P96	C5	Compound	0.438	0.814126394	-42.47368421
30772	2	T3	3	P15	52	X52	P96	C5	Compound	0.423	0.786245353	-69.17142857
32500	2	T4	4	P15	52	X52	P96	C5	Compound	0.413	0.767657993	-7.256181691
34228	2	T5	5	P15	52	X52	P96	C5	Compound	0.408	0.758364312	-13.60067352
35956	2	T6	6	P15	52	X52	P96	C5	Compound	0.297	0.55204461	-12.44728543
25589	2	T0	0	P15	53	X53	P96	C6	Compound	0.305	1	-42.78776978
27317	2	T1	1	P15	53	X53	P96	C6	Compound	0.302	0.990163934	-42.78776978
29045	2	T2	2	P15	53	X53	P96	C6	Compound	0.292	0.957377049	-65.35714286
30773	2	T3	3	P15	53	X53	P96	C6	Compound	0.289	0.947540984	-14.75806452
32501	2	T4	4	P15	53	X53	P96	C6	Compound	0.283	0.927868852	2.753598958
34229	2	T5	5	P15	53	X53	P96	C6	Compound	0.288	0.944262295	5.942033329
35957	2	T6	6	P15	53	X53	P96	C6	Compound	0.454	1.48852459	10.55908322
25590	2	T0	0	P15	54	X54	P96	Control	Control	0.371	1	-24.58762887
27318	2	T1	1	P15	54	X54	P96	Control	Control	0.354	0.954177898	-33.35967302
29046	2	T2	2	P15	54	X54	P96	Control	Control	0.341	0.919137466	-54.39473684
30774	2	T3	3	P15	54	X54	P96	Control	Control	0.332	0.894878706	-132.5
32502	2	T4	4	P15	54	X54	P96	Control	Control	0.328	0.884097035	15.44607454
34230	2	T5	5	P15	54	X54	P96	Control	Control	0.327	0.881401617	-26.11407767
35958	2	T6	6	P15	54	X54	P96	Control	Control	0.363	0.978436658	-123.1728793
25409	2	T0	0	P13	65	X65	P97	C5	Compound	1.114	1	-13.86923211
27137	2	T1	1	P13	65	X65	P97	C5	Compound	1.086	0.97486535	-13.13926116
28865	2	T2	2	P13	65	X65	P97	C5	Compound	0.971	0.871633752	-30.44331984
30593	2	T3	3	P13	65	X65	P97	C5	Compound	0.927	0.832136445	-41.24040219
32321	2	T4	4	P13	65	X65	P97	C5	Compound	0.899	0.807001795	-42.03274798
34049	2	T5	5	P13	65	X65	P97	C5	Compound	0.873	0.783662478	-24.21850361
35777	2	T6	6	P13	65	X65	P97	C5	Compound	0.846	0.759425494	-24.94029851
25408	2	T0	0	P13	64	X64	P97	C6	Compound	0.304	1	14.47619048
25410	2	T0	0	P13	66	X66	P97	C6	Compound	0.83	1	11.03136111
27136	2	T1	1	P13	64	X64	P97	C6	Compound	0.325	1.069078947	-5.589244977
27138	2	T1	1	P13	66	X66	P97	C6	Compound	0.911	1.097590361	-5.609924465
28864	2	T2	2	P13	64	X64	P97	C6	Compound	0.276	0.907894737	-8.321838141
28866	2	T2	2	P13	66	X66	P97	C6	Compound	0.811	0.977108434	-9.450891224
30592	2	T3	3	P13	64	X64	P97	C6	Compound	0.267	0.878289474	-9.972690014
30594	2	T3	3	P13	66	X66	P97	C6	Compound	0.777	0.936144578	-12.02532531
32320	2	T4	4	P13	64	X64	P97	C6	Compound	0.26	0.855263158	-12.22782403
32322	2	T4	4	P13	66	X66	P97	C6	Compound	0.746	0.898795181	-18.8763543
34048	2	T5	5	P13	64	X64	P97	C6	Compound	0.259	0.851973684	-16.14759115
34050	2	T5	5	P13	66	X66	P97	C6	Compound	0.732	0.881927711	-14.41314809
35776	2	T6	6	P13	64	X64	P97	C6	Compound	0.249	0.819078947	-35.60471999
35778	2	T6	6	P13	66	X66	P97	C6	Compound	0.712	0.857831325	-43.51859739
25506	2	T0	0	P14	66	X66	P97	C5	Compound	0.629	1	-14.20068088
27234	2	T1	1	P14	66	X66	P97	C5	Compound	0.604	0.960254372	-15.02325581
28962	2	T2	2	P14	66	X66	P97	C5	Compound	0.545	0.86645469	-37
30690	2	T3	3	P14	66	X66	P97	C5	Compound	0.528	0.839427663	-48.23619632
32418	2	T4	4	P14	66	X66	P97	C5	Compound	0.511	0.812400636	-62.07236842
34146	2	T5	5	P14	66	X66	P97	C5	Compound	0.503	0.799682035	-26.36978097
35874	2	T6	6	P14	66	X66	P97	C5	Compound	0.491	0.780604134	-27.73951823
25504	2	T0	0	P14	64	X64	P97	C6	Compound	0.505	1	-14.35218724
27232	2	T1	1	P14	64	X64	P97	C6	Compound	0.482	0.954455446	-15.253329
28960	2	T2	2	P14	64	X64	P97	C6	Compound	0.437	0.865346535	-36.58765653
30688	2	T3	3	P14	64	X64	P97	C6	Compound	0.42	0.831683168	-48.05891239
32416	2	T4	4	P14	64	X64	P97	C6	Compound	0.41	0.811881188	-62.77624309
34144	2	T5	5	P14	64	X64	P97	C6	Compound	0.399	0.79009901	-25.8209147
35872	2	T6	6	P14	64	X64	P97	C6	Compound	0.395	0.782178218	-25.96544011
25505	2	T0	0	P14	65	X65	P97	Control	Control	0.711	1	-9.904906118
27233	2	T1	1	P14	65	X65	P97	Control	Control	0.618	0.869198312	-18.50125542
28961	2	T2	2	P14	65	X65	P97	Control	Control	0.573	0.805907173	-27.01315149
30689	2	T3	3	P14	65	X65	P97	Control	Control	0.542	0.76230661	-41.06568516
32417	2	T4	4	P14	65	X65	P97	Control	Control	0.521	0.732770745	-59.11316397
34145	2	T5	5	P14	65	X65	P97	Control	Control	0.508	0.714486639	-18.85097445
35873	2	T6	6	P14	65	X65	P97	Control	Control	0.497	0.699015471	-18.93219348
25602	2	T0	0	P15	66	X66	P97	C5	Compound	0.507	1	-21.77300613
27330	2	T1	1	P15	66	X66	P97	C5	Compound	0.498	0.982248521	-18.47368421
29058	2	T2	2	P15	66	X66	P97	C5	Compound	0.465	0.917159763	-27.90825688
30786	2	T3	3	P15	66	X66	P97	C5	Compound	0.444	0.875739645	-37.40163934
32514	2	T4	4	P15	66	X66	P97	C5	Compound	0.429	0.846153846	9.964285714
34242	2	T5	5	P15	66	X66	P97	C5	Compound	0.417	0.822485207	-17.30075188
35970	2	T6	6	P15	66	X66	P97	C5	Compound	0.491	0.968441815	-57.69802684
25600	2	T0	0	P15	64	X64	P97	C6	Compound	0.6	1	-23.07692308
27328	2	T1	1	P15	64	X64	P97	C6	Compound	0.574	0.956666667	-21.79656539
29056	2	T2	2	P15	64	X64	P97	C6	Compound	0.548	0.913333333	-25.07409603
30784	2	T3	3	P15	64	X64	P97	C6	Compound	0.519	0.865	-42.85714286
32512	2	T4	4	P15	64	X64	P97	C6	Compound	0.501	0.835	-9.205828428
34240	2	T5	5	P15	64	X64	P97	C6	Compound	0.492	0.82	-17.75333608
35968	2	T6	6	P15	64	X64	P97	C6	Compound	0.395	0.658333333	-15.71080431
25601	2	T0	0	P15	65	X65	P97	Control	Control	0.474	1	-24.76119403
27329	2	T1	1	P15	65	X65	P97	Control	Control	0.48	1.012658228	-21.5758645
29057	2	T2	2	P15	65	X65	P97	Control	Control	0.453	0.955696203	-33.62837838
30785	2	T3	3	P15	65	X65	P97	Control	Control	0.437	0.921940928	-37.89978678
32513	2	T4	4	P15	65	X65	P97	Control	Control	0.425	0.896624473	8.139926856
34241	2	T5	5	P15	65	X65	P97	Control	Control	0.412	0.869198312	-3.555613037
35969	2	T6	6	P15	65	X65	P97	Control	Control	0.497	1.048523207	-3.817863986
25420	2	T0	0	P13	76	X76	P98A	C5	Compound	0.399	1	-0.844146685
27148	2	T1	1	P13	76	X76	P98A	C5	Compound	0.474	1.187969925	-6.865384615
28876	2	T2	2	P13	76	X76	P98A	C5	Compound	0.39	0.977443609	-26.99300156
30604	2	T3	3	P13	76	X76	P98A	C5	Compound	0.372	0.932330827	-39.46153846
32332	2	T4	4	P13	76	X76	P98A	C5	Compound	0.361	0.904761905	-38.43577982
34060	2	T5	5	P13	76	X76	P98A	C5	Compound	0.366	0.917293233	-54.74309392
35788	2	T6	6	P13	76	X76	P98A	C5	Compound	0.354	0.887218045	-44.46277505
25421	2	T0	0	P13	77	X77	P98A	C6	Compound	1.679	1	-15.1204917
27149	2	T1	1	P13	77	X77	P98A	C6	Compound	1.704	1.014889815	-14.24204044
28877	2	T2	2	P13	77	X77	P98A	C6	Compound	1.542	0.918403812	-30.51382311
30605	2	T3	3	P13	77	X77	P98A	C6	Compound	1.485	0.884455033	-40.91332511
32333	2	T4	4	P13	77	X77	P98A	C6	Compound	1.432	0.852888624	-46.19310256
34061	2	T5	5	P13	77	X77	P98A	C6	Compound	1.406	0.837403216	-31.3540337
35789	2	T6	6	P13	77	X77	P98A	C6	Compound	1.361	0.810601549	-15.28379975
25422	2	T0	0	P13	78	X78	P98A	Control	Control	0.576	1	-2.342692207
27150	2	T1	1	P13	78	X78	P98A	Control	Control	0.664	1.152777778	-6.96812683
28878	2	T2	2	P13	78	X78	P98A	Control	Control	0.545	0.946180556	-28.15037594
30606	2	T3	3	P13	78	X78	P98A	Control	Control	0.518	0.899305556	-71.45864662
32334	2	T4	4	P13	78	X78	P98A	Control	Control	0.506	0.878472222	-53.77593361
34062	2	T5	5	P13	78	X78	P98A	Control	Control	0.507	0.880208333	-40.98153896
35790	2	T6	6	P13	78	X78	P98A	Control	Control	0.491	0.852430556	-37.31600484
25517	2	T0	0	P14	77	X77	P98A	C5	Compound	0.523	1	-11.35346862
27245	2	T1	1	P14	77	X77	P98A	C5	Compound	0.474	0.906309751	-13.36339812
28973	2	T2	2	P14	77	X77	P98A	C5	Compound	0.431	0.824091778	2.272266474
30701	2	T3	3	P14	77	X77	P98A	C5	Compound	0.396	0.757170172	17.13643095
32429	2	T4	4	P14	77	X77	P98A	C5	Compound	0.435	0.831739962	22.61090226
34157	2	T5	5	P14	77	X77	P98A	C5	Compound	0.455	0.86998088	-41.90515289
35885	2	T6	6	P14	77	X77	P98A	C5	Compound	0.481	0.919694073	-11.31726272
25518	2	T0	0	P14	78	X78	P98A	C6	Compound	0.707	1	-6.371014217
27246	2	T1	1	P14	78	X78	P98A	C6	Compound	0.609	0.861386139	-8.463830871
28974	2	T2	2	P14	78	X78	P98A	C6	Compound	0.486	0.687411598	-40.38900979
30702	2	T3	3	P14	78	X78	P98A	C6	Compound	0.468	0.661951909	-60.77363897
32430	2	T4	4	P14	78	X78	P98A	C6	Compound	0.451	0.637906648	-84.16666667
34158	2	T5	5	P14	78	X78	P98A	C6	Compound	0.448	0.633663366	-14.74152247
35886	2	T6	6	P14	78	X78	P98A	C6	Compound	0.436	0.61669024	-16.16988536
25516	2	T0	0	P14	76	X76	P98A	Control	Control	0.516	1	-9.966495812
27244	2	T1	1	P14	76	X76	P98A	Control	Control	0.458	0.887596899	-14.9762533
28972	2	T2	2	P14	76	X76	P98A	Control	Control	0.413	0.800387597	-30.51612903
30700	2	T3	3	P14	76	X76	P98A	Control	Control	0.392	0.759689922	-64.08917197
32428	2	T4	4	P14	76	X76	P98A	Control	Control	0.38	0.736434109	-64.08917197
34156	2	T5	5	P14	76	X76	P98A	Control	Control	0.379	0.734496124	-19.96779686
35884	2	T6	6	P14	76	X76	P98A	Control	Control	0.367	0.71124031	-21.04818448
25613	2	T0	0	P15	77	X77	P98A	C5	Compound	0.528	1	-10.81621386
27341	2	T1	1	P15	77	X77	P98A	C5	Compound	0.497	0.941287879	-11.75031663
29069	2	T2	2	P15	77	X77	P98A	C5	Compound	0.434	0.821969697	-38.74755382
30797	2	T3	3	P15	77	X77	P98A	C5	Compound	0.415	0.785984848	-128.9302326
32525	2	T4	4	P15	77	X77	P98A	C5	Compound	0.409	0.774621212	10.84725128
34253	2	T5	5	P15	77	X77	P98A	C5	Compound	0.408	0.772727273	-19.47087246
35981	2	T6	6	P15	77	X77	P98A	C5	Compound	0.481	0.910984848	-68.59146953
25614	2	T0	0	P15	78	X78	P98A	C6	Compound	0.514	1	-20.19703872
27342	2	T1	1	P15	78	X78	P98A	C6	Compound	0.504	0.980544747	-16.67174761
29070	2	T2	2	P15	78	X78	P98A	C6	Compound	0.468	0.910505837	-24.18371919
30798	2	T3	3	P15	78	X78	P98A	C6	Compound	0.443	0.861867704	-37.23971377
32526	2	T4	4	P15	78	X78	P98A	C6	Compound	0.426	0.828793774	25.7
34254	2	T5	5	P15	78	X78	P98A	C6	Compound	0.416	0.809338521	-29.96842367
35982	2	T6	6	P15	78	X78	P98A	C6	Compound	0.436	0.848249027	-40.75541037
25612	2	T0	0	P15	76	X76	P98A	Control	Control	0.547	1	-19.33024821
27340	2	T1	1	P15	76	X76	P98A	Control	Control	0.524	0.957952468	-18.17275748
29068	2	T2	2	P15	76	X76	P98A	Control	Control	0.491	0.8976234	-29.20873786
30796	2	T3	3	P15	76	X76	P98A	Control	Control	0.464	0.848263254	-117.2142857
32524	2	T4	4	P15	76	X76	P98A	Control	Control	0.458	0.837294333	-9.313396532
34252	2	T5	5	P15	76	X76	P98A	Control	Control	0.455	0.831809872	-18.32035879
35980	2	T6	6	P15	76	X76	P98A	Control	Control	0.367	0.670932358	-12.49691531
25434	2	T0	0	P13	90	X90	P98B	C5	Compound	0.49	1	-3.194049808
27162	2	T1	1	P13	90	X90	P98B	C5	Compound	0.551	1.124489796	-8.130021914
28890	2	T2	2	P13	90	X90	P98B	C5	Compound	0.464	0.946938776	-37.86885246
30618	2	T3	3	P13	90	X90	P98B	C5	Compound	0.445	0.908163265	-63.12883436
32346	2	T4	4	P13	90	X90	P98B	C5	Compound	0.442	0.902040816	-31.61290323
34074	2	T5	5	P13	90	X90	P98B	C5	Compound	0.431	0.879591837	-47.16073147
35802	2	T6	6	P13	90	X90	P98B	C5	Compound	0.438	0.893877551	-33.81645773
25432	2	T0	0	P13	88	X88	P98B	C6	Compound	0.383	1	-7.825881942
27160	2	T1	1	P13	88	X88	P98B	C6	Compound	0.405	1.057441253	-8.596268253
28888	2	T2	2	P13	88	X88	P98B	C6	Compound	0.344	0.898172324	-2.587837838
30616	2	T3	3	P13	88	X88	P98B	C6	Compound	0.322	0.84073107	21.73783784
32344	2	T4	4	P13	88	X88	P98B	C6	Compound	0.342	0.892950392	36.2641196
34072	2	T5	5	P13	88	X88	P98B	C6	Compound	0.357	0.932114883	-84.0255102
35800	2	T6	6	P13	88	X88	P98B	C6	Compound	0.361	0.942558747	-25.3833165
25433	2	T0	0	P13	89	X89	P98B	Control	Control	0.608	1	-3.926121372
27161	2	T1	1	P13	89	X89	P98B	Control	Control	0.673	1.106907895	-9.079561616
28889	2	T2	2	P13	89	X89	P98B	Control	Control	0.577	0.949013158	-15.30935252
30617	2	T3	3	P13	89	X89	P98B	Control	Control	0.554	0.911184211	-15.30935252
32345	2	T4	4	P13	89	X89	P98B	Control	Control	0.57	0.9375	-36.30913349
34073	2	T5	5	P13	89	X89	P98B	Control	Control	0.547	0.899671053	-56.3892657
35801	2	T6	6	P13	89	X89	P98B	Control	Control	0.553	0.909539474	-66.32727273
25528	2	T0	0	P14	88	X88	P98B	C5	Compound	0.508	1	-13.36842105
25530	2	T0	0	P14	90	X90	P98B	C5	Compound	0.466	1	-6.684210526
27256	2	T1	1	P14	88	X88	P98B	C5	Compound	0.47	0.92519685	-6.56704645
27258	2	T1	1	P14	90	X90	P98B	C5	Compound	0.466	1	-6.919242782
28984	2	T2	2	P14	88	X88	P98B	C5	Compound	0.43	0.846456693	-10.13016291
28986	2	T2	2	P14	90	X90	P98B	C5	Compound	0.421	0.903433476	-13.3424282
30712	2	T3	3	P14	88	X88	P98B	C5	Compound	0.42	0.826771654	-54.99994468
30714	2	T3	3	P14	90	X90	P98B	C5	Compound	0.387	0.830472103	3.40708568
32440	2	T4	4	P14	88	X88	P98B	C5	Compound	0.412	0.811023622	-3.897589556
32442	2	T4	4	P14	90	X90	P98B	C5	Compound	0.43	0.922746781	-1.998391088
34168	2	T5	5	P14	88	X88	P98B	C5	Compound	0.418	0.822834646	-2.283947216
34170	2	T5	5	P14	90	X90	P98B	C5	Compound	0.448	0.961373391	-4.378046889
35896	2	T6	6	P14	88	X88	P98B	C5	Compound	0.435	0.856299213	-31.6135596
35898	2	T6	6	P14	90	X90	P98B	C5	Compound	0.45	0.965665236	-172.7311477
25529	2	T0	0	P14	89	X89	P98B	C6	Compound	0.5	1	-23.38129496
27257	2	T1	1	P14	89	X89	P98B	C6	Compound	0.491	0.982	-18.44262295
